row_id,Id,Name,Year,Release Date,Director,Creator,Actors,Cast,Language,Country,Duration,RatingValue,RatingCount,ReviewCount,Genre,Filming Locations,Description
3525,tt0063821,With Six You Get Eggroll,1968,7 August 1968 (USA),Howard Morris,"Gwen Bagni,Paul Dubov","Doris Day,Brian Keith,Pat Carroll","Doris Day,Brian Keith,Pat Carroll,Barbara Hershey,George Carlin,Alice Ghostley,John Findlater,Elaine Devry,Herb Voland,Jamie Farr,William Christopher,Milton Frome,Allan Melvin,Richard Steele,Jimmy Bracken",English,USA,95 min,6.4,1760.0,"17 user,4 critic","Comedy,Drama,Family","Toluca Lake, Los Angeles, California, USA","Abby McClure, a widow with three sons, and Jake Iverson, a widower with a teen-age daughter, get fixed up. They start dating and decide to get married. They're not prepared for the hostile ..."
3532,tt0102316,Little Man Tate,1991,1 November 1991 (USA),Jodie Foster,Scott Frank,"Jodie Foster,Dianne Wiest,Adam Hann-Byrd","Jodie Foster,Dianne Wiest,Adam Hann-Byrd,Harry Connick Jr.,David Hyde Pierce,Debi Mazar,P.J. Ochlan,Alex Lee,Michael Shulman,Nathan Lee,Celia Weston,Danitra Vance,Richard Fredette,George Plimpton,Jennifer Trier","English,French",USA,99 min,6.6,10854.0,"36 user,24 critic",Drama,"Upham Hall Miami University, Oxford, Ohio, USA","Dede is a sole parent trying to bring up her son Fred. When it is discovered that Fred is a genius, she is determined to ensure that Fred has all the opportunities that he needs, and that ..."
3533,tt0084431,O'Hara's Wife,1982,January 1984 (USA),William Bartman,"William Bartman,Joseph Scott Kierland","Edward Asner,Mariette Hartley,Jodie Foster","Edward Asner,Mariette Hartley,Jodie Foster,Perry Lang,Tom Bosley,Ray Walston,Allen Williams,Mary Jo Catlett,Nelson Welch,Richard Schaal,Nehemiah Persoff,Kelly Bishop,Erik Kilpatrick,Dean Santoro,Howard Mann",English,USA,87 min,5.3,168.0,"4 user,4 critic","Comedy,Drama",,"Workaholic attorney Bob O'Hara (Asner) is devastated when his wife (Hartley) dies suddenly. She returns to 'haunt' him, however, (a la 'Topper') and her mission is to persuade him to slow ..."
3548,tt0379865,Leatherheads,2008,4 April 2008 (USA),George Clooney,"Duncan Brantley,Rick Reilly","George Clooney,Renée Zellweger,John Krasinski","John Krasinski,David de Vries,Rick Forrester,Craig S. Harper,George Clooney,Malcolm Goodwin,Matt Bushell,Tommy Hinkley,Tim Griffin,Robert Baker,Nick Paonessa,Lance Barber,Wayne Duvall,Nicholas Bourdages,Jason Drago","English,German","USA,Germany",114 min,6.0,26857.0,"120 user,185 critic","Comedy,Drama,Romance","Anderson, South Carolina, USA","In 1925, an enterprising pro football player convinces America's too-good-to-be-true college football hero to play for his team and keep the league from going under."
3557,tt0263757,Uptown Girls,2003,15 August 2003 (USA),Boaz Yakin,"Julia Dahl,Mo Ogrodnik","Brittany Murphy,Dakota Fanning,Heather Locklear","Brittany Murphy,Dakota Fanning,Marley Shelton,Donald Faison,Jesse Spencer,Austin Pendleton,Heather Locklear,Will Toale,Marceline Hugot,Pell James,Quddus,Russell Steinberg,Fisher Stevens,Susanna Frazer,Wynter Kullman",English,USA,92 min,6.1,27440.0,"133 user,70 critic","Comedy,Drama,Romance","Central Park, Manhattan, New York City, New York, USA","A grown-up woman, who kept her childish instincts and behavior, starts working as a nanny of a 8-year-old girl, who actually acts like an adult. But in the end everything turns to its right places."
3602,tt0099800,House Party,1990,9 March 1990 (USA),Reginald Hudlin,Reginald Hudlin,"Christopher Reid,Robin Harris,Christopher Martin","Christopher Reid,Robin Harris,Christopher Martin,Martin Lawrence,Tisha Campbell-Martin,A.J. Johnson,Paul Anthony,Bowlegged Lou,B-Fine,Edith Fields,Kelly Jo Minter,Clifton Powell,Verda Bridges,Desi Arnez Hines II,Lou B. Washington",English,USA,100 min,6.2,8056.0,"27 user,16 critic","Comedy,Music,Romance","Play's House, 2895 West 15th Street, Los Angeles, California, USA","Young Kid has been invited to a party at his friend Play's house. But after a fight at school, Kid's father grounds him. None the less, Kid sneaks out when his father falls asleep. But Kid ..."
3604,tt0102065,House Party 2,1991,23 October 1991 (USA),"George Jackson,Doug McHenry","Reginald Hudlin,Rusty Cundieff","Christopher Reid,Christopher Martin,Martin Lawrence","Christopher Reid,Christopher Martin,Martin Lawrence,Bowlegged Lou,Paul Anthony,B-Fine,Tisha Campbell-Martin,Kamron,Iman,Queen Latifah,Georg Stanford Brown,Helen Martin,William Schallert,Tony Burton,Louie Louie",English,USA,94 min,5.0,3374.0,"11 user,12 critic","Comedy,Drama,Music","Ambassador Hotel - 3400 Wilshire Boulevard, Los Angeles, California, USA","When Kid's college money is stolen by a crooked music promoter, Play's solution is to stage the 'mutha' of all pajama parties. Starring Kid 'n Play and Martin Lawrence."
3725,tt2910274,Obvious Child,2014,29 August 2014 (UK),Gillian Robespierre,"Gillian Robespierre,Karen Maine","Jenny Slate,Jake Lacy,Gaby Hoffmann","Jenny Slate,Paul Briganti,Gaby Hoffmann,Stephen Singer,Richard Kind,Polly Draper,Gabe Liedman,Jake Lacy,Cindy Cheung,Ernest Mingione,Cyrus McQueen,David Cross,Maciek Jasik,Jennifer Kim,Suzanne Lenz",English,USA,84 min,6.8,13964.0,"66 user,151 critic","Comedy,Drama","Brooklyn, New York City, New York, USA",A twenty-something comedienne's unplanned pregnancy forces her to confront the realities of independent womanhood for the first time.
3773,tt0147800,10 Things I Hate About You,1999,31 March 1999 (USA),Gil Junger,"Karen McCullah,Kirsten Smith","Heath Ledger,Julia Stiles,Joseph Gordon-Levitt","Heath Ledger,Julia Stiles,Joseph Gordon-Levitt,Larisa Oleynik,David Krumholtz,Andrew Keegan,Susan May Pratt,Gabrielle Union,Larry Miller,Daryl Mitchell,Allison Janney,David Leisure,Greg Jackson,Kyle Cease,Terence Heuston","English,French",USA,97 min,7.2,203505.0,"545 user,128 critic","Comedy,Drama,Romance","2715 North Junett Street, Tacoma, Washington, USA","A new kid must find a guy to date the meanest girl in school, the older sister of the girl he has a crush on, who cannot date until her older sister does."
3836,tt0308383,The Human Stain,2003,31 October 2003 (USA),Robert Benton,"Philip Roth,Nicholas Meyer","Anthony Hopkins,Nicole Kidman,Ed Harris","Anthony Hopkins,Nicole Kidman,Ed Harris,Gary Sinise,Wentworth Miller,Jacinda Barrett,Harry Lennix,Clark Gregg,Anna Deavere Smith,Lizan Mitchell,Kerry Washington,Phyllis Newman,Margo Martindale,Ron Canada,Mili Avital",English,"USA,Germany,France",106 min,6.3,24542.0,"215 user,122 critic","Drama,Romance,Thriller","Québec, Canada","When a disgraced former college dean has a romance with a mysterious younger woman haunted by her dark, twisted past, he is forced to confront a shocking fact about his own life that he has kept secret for 50 years."
3848,tt0119664,Metro,1997,17 January 1997 (USA),Thomas Carter,Randy Feldman,"Eddie Murphy,Michael Rapaport,Kim Miyori","Eddie Murphy,Kim Miyori,Art Evans,James Carpenter,Michael Rapaport,Donal Logue,Jeni Chua,Dick Bright,David Michael Silverman,Denis Arndt,Frank Somerville,Malou Nubla,Carmen Ejogo,Nino Degennaro,Michael Wincott",English,USA,117 min,5.5,20299.0,"45 user,40 critic","Action,Comedy,Crime","San Francisco-Oakland Bay Bridge, San Francisco Bay, California, USA","Roper, a hostage negotiator catches a murderous bank robber after a blown heist. The bank robber escapes and immediately goes after the man who put him behind bars. The ending is played out..."
3900,tt0212720,A.I. Artificial Intelligence,2001,29 June 2001 (USA),Steven Spielberg,"Brian Aldiss,Ian Watson","Haley Joel Osment,Jude Law,Frances O'Connor","Haley Joel Osment,Frances O'Connor,Sam Robards,Jake Thomas,Jude Law,William Hurt,Ken Leung,Clark Gregg,Kevin Sussman,Tom Gallop,Eugene Osment,April Grace,Matt Winston,Sabrina Grdevich,Theo Greenly",English,USA,146 min,7.1,223192.0,"2,147 user,282 critic","Adventure,Drama,Sci-Fi","Guerneville, California, USA",A highly advanced robotic boy longs to become 'real' so that he can regain the love of his human mother.
4013,tt0089153,Flesh+Blood,1985,30 August 1985 (USA),Paul Verhoeven,"Gerard Soeteman,Gerard Soeteman","Rutger Hauer,Jennifer Jason Leigh,Tom Burlinson","Rutger Hauer,Jennifer Jason Leigh,Tom Burlinson,Jack Thompson,Fernando Hilbeck,Susan Tyrrell,Ronald Lacey,Brion James,John Dennis Johnston,Simón Andreu,Bruno Kirby,Kitty Courbois,Marina Saura,Hans Veerman,Jake Wood","English,Latin","Spain,USA,Netherlands",126 min,6.7,12240.0,"101 user,65 critic","Adventure,Drama","Belmonte, Cuenca, Castilla-La Mancha, Spain",A band of medieval mercenaries take revenge on a noble lord who decides not to pay them by kidnapping the betrothed of the noble's son. As the plague and warfare cut a swathe of destruction...
4034,tt0478126,Cthulhu,2007,14 June 2007 (USA),Dan Gildark,"Grant Cogswell,Grant Cogswell","Jason Cottle,Casey Curran,Ethan Atkinson","Jason Cottle,Casey Curran,Ethan Atkinson,Patrick McKnight,Cara Buono,Dennis Kleinsmith,Joe Shapiro,Ruby Wood,Hunter Stroud,Keifer Grimm,Rob Hamm,Scott Patrick Green,Nancy Stark,Tom Prince,Richard Garfield",English,USA,100 min,4.7,1465.0,"52 user,25 critic","Drama,Horror,Thriller","Astoria, Oregon, USA","A Seattle history professor, drawn back to his estranged family on the Oregon coast to execute his late mother's estate, is reaquainted with his best friend from childhood, with whom he has..."
4137,tt0188453,Birthday Girl,2001,1 February 2002 (USA),Jez Butterworth,"Tom Butterworth,Jez Butterworth","Nicole Kidman,Vincent Cassel,Ben Chaplin","Nicole Kidman,Ben Chaplin,Vincent Cassel,Mathieu Kassovitz,Kate Lynn Evans,Stephen Mangan,Alexander Armstrong,Sally Phillips,Jo McInnes,Ben Miller,Jonathan Aris,Katya Barton-Chapple,Rebecca Clarke,Mark Gatiss,Raj Ghatak","English,Russian","UK,USA",93 min,6.1,20846.0,"158 user,111 critic","Comedy,Crime,Thriller","Ashridge Park, Little Gaddesden, Hertfordshire, England, UK",A thirtysomething bank clerk from St Albans has his small-town life exploded by the arrival of his Russian mail-order bride.
4229,tt0289992,The Life of David Gale,2003,21 February 2003 (USA),Alan Parker,Charles Randolph,"Kevin Spacey,Kate Winslet,Laura Linney","Kate Winslet,Cleo King,Constance Jones,Kevin Spacey,Laura Linney,Lee Ritchey,Gabriel Mann,Matt Craven,Brandy Little,Cindy Waite,Jim Beaver,Leon Rippy,Jesse De Luna,Vernon Grote,Rhona Mitra","English,Spanish","USA,Germany,UK",130 min,7.5,82500.0,"418 user,137 critic","Crime,Drama,Thriller","Austin Studios - 1901 E. 51st Street, Austin, Texas, USA",A man against capital punishment is accused of murdering a fellow activist and is sent to death row.
4231,tt0119395,The Jackal,1997,14 November 1997 (USA),Michael Caton-Jones,"Kenneth Ross,Chuck Pfarrer","Bruce Willis,Richard Gere,Sidney Poitier","Bruce Willis,Richard Gere,Sidney Poitier,Diane Venora,Mathilda May,J.K. Simmons,Richard Lineback,John Cunningham,Jack Black,Tess Harper,Leslie Phillips,Stephen Spinella,Sophie Okonedo,David Hayman,Steve Bassett","English,Russian","USA,UK,France,Germany,Japan",124 min,6.3,83616.0,"222 user,80 critic","Action,Adventure,Crime","Carolco Studios, Wilmington, North Carolina, USA","An imprisoned IRA sniper is freed to help stop a brutal, seemingly 'faceless' assassin from completing his next job."
4257,tt1267319,Home Movie,2008,8 December 2009 (USA),Christopher Denham,Christopher Denham,"Adrian Pasdar,Cady McClain,Amber Joy Williams","Adrian Pasdar,Cady McClain,Amber Joy Williams,Austin Williams,Lucian Maisel,River O'Neal",English,USA,77 min,5.8,2913.0,"30 user,30 critic","Drama,Horror,Thriller","Newtown, Connecticut, USA","In the remote woods of Upstate New York, David and Clare Poe are attempting to live an idyllic life. However, their twin children's bizarre behavior might just tear the family apart."
4270,tt0069113,The Poseidon Adventure,1972,13 December 1972 (USA),"Ronald Neame,Irwin Allen","Paul Gallico,Stirling Silliphant","Gene Hackman,Ernest Borgnine,Shelley Winters","Gene Hackman,Ernest Borgnine,Red Buttons,Carol Lynley,Roddy McDowall,Stella Stevens,Shelley Winters,Jack Albertson,Pamela Sue Martin,Arthur O'Connell,Eric Shea,Fred Sadoff,Sheila Allen,Jan Arvan,Byron Webster","English,Hebrew",USA,117 min,7.1,31313.0,"245 user,72 critic","Action,Adventure,Drama","RMS Queen Mary - 1126 Queens Highway, Long Beach, California, USA",A group of passengers struggle to survive and escape when their ocean liner completely capsizes at sea.
4309,tt1538403,The Mortal Instruments: City of Bones,2013,21 August 2013 (USA),Harald Zwart,"Jessica Postigo,Cassandra Clare","Lily Collins,Jamie Campbell Bower,Robert Sheehan","Lily Collins,Jamie Campbell Bower,Kevin Zegers,Jemima West,Robert Sheehan,Robert Maillet,Kevin Durand,Godfrey Gao,Lena Headey,Harry Van Gorkum,CCH Pounder,Jared Harris,Jonathan Rhys Meyers,Aidan Turner,Stephen R. Hart",English,"USA,Germany,Canada",130 min,6.0,97743.0,"442 user,208 critic","Action,Adventure,Fantasy","Toronto, Ontario, Canada","When her mother disappears, Clary Fray learns that she descends from a line of warriors who protect our world from demons. She joins forces with others like her and heads into a dangerous alternate New York called Downworld."
4313,tt0110057,Hoop Dreams,1994,14 October 1994 (USA),Steve James,"Steve James,Frederick Marx","William Gates,Arthur Agee,Emma Gates","William Gates,Arthur Agee,Emma Gates,Curtis Gates,Sheila Agee,Arthur 'Bo' Agee,Earl Smith,Gene Pingatore,Isiah Thomas,Marlyn Hopewell,Bill Gleason,Patricia Weir,Marjorie Heard,Luther Bedford,Aretha Mitchell",English,USA,170 min,8.3,17446.0,"73 user,50 critic","Documentary,Drama,Sport","Cabrini Green Housing Complex, Chicago, Illinois, USA",A film following the lives of two inner-city Chicago boys who struggle to become college basketball players on the road to going professional.
4331,tt0387131,The Constant Gardener,2005,31 August 2005 (USA),Fernando Meirelles,"Jeffrey Caine,John le Carré","Ralph Fiennes,Rachel Weisz,Hubert Koundé","Ralph Fiennes,Rachel Weisz,Hubert Koundé,Danny Huston,Daniele Harford,Packson Ngugi,Damaris Itenyo Agweyu,Bernard Otieno Oduor,Bill Nighy,Keith Pearson,John Sibi-Okumu,Donald Sumpter,Archie Panjabi,Nick Reding,Gerard McSorley","English,Italian,Swahili,German","UK,Germany,USA,China",129 min,7.5,105054.0,"568 user,223 critic","Drama,Mystery,Romance","Berlin Hauptbahnhof, Berlin, Germany","A widower is determined to get to the bottom of a potentially explosive secret involving his wife's murder, big business, and corporate corruption."
4358,tt0088851,The Bride,1985,16 August 1985 (USA),Franc Roddam,Lloyd Fonvielle,"Sting,Jennifer Beals,Anthony Higgins","Sting,Jennifer Beals,Anthony Higgins,Clancy Brown,David Rappaport,Geraldine Page,Alexei Sayle,Phil Daniels,Veruschka von Lehndorff,Quentin Crisp,Cary Elwes,Timothy Spall,Ken Campbell,Guy Rolfe,Andy de la Tour",English,"UK,USA",118 min,5.3,2202.0,"34 user,12 critic","Fantasy,Horror,Romance","Ain, Rhône-Alpes, France","After years of research, the doctor finally succeeds in creating the perfect woman, who gets the name 'Eva'."
4395,tt0089767,Pale Rider,1985,28 June 1985 (USA),Clint Eastwood,"Michael Butler,Dennis Shryack","Clint Eastwood,Michael Moriarty,Carrie Snodgress","Clint Eastwood,Michael Moriarty,Carrie Snodgress,Chris Penn,Richard Dysart,Sydney Penny,Richard Kiel,Doug McGrath,John Russell,Charles Hallahan,Marvin J. McIntyre,Fran Ryan,Richard Hamilton,Graham Paul,Chuck Lafont",English,USA,115 min,7.3,36672.0,"129 user,36 critic","Romance,Western","Columbia State Historic Park - 22708 Broadway, Columbia, California, USA",A mysterious preacher protects a humble prospector village from a greedy mining company trying to encroach on their land.
4416,tt0049830,The Teahouse of the August Moon,1956,December 1956 (USA),Daniel Mann,"John Patrick,Vern J. Sneider","Marlon Brando,Glenn Ford,Machiko Kyô","Marlon Brando,Glenn Ford,Machiko Kyô,Eddie Albert,Paul Ford,Jun Negami,Nijiko Kiyokawa,Mitsuko Sawamura,Harry Morgan,Jane Chung",English,USA,123 min,6.9,2372.0,"40 user,12 critic",Comedy,"Nara, Japan","This comedy-drama is partially a gentle satire on America's drive to change the world in the post-war years. One year after World War II, Captain Fisby is sent to the village of Tobiki in ..."
4426,tt0050933,Sayonara,1957,20 December 1957 (Japan),Joshua Logan,"Paul Osborn,James A. Michener","Marlon Brando,Ricardo Montalban,Patricia Owens","Marlon Brando,Patricia Owens,James Garner,Martha Scott,Miiko Taka,Miyoshi Umeki,Red Buttons,Kent Smith,Douglass Watson,Reiko Kuba,Soo Yong,Shochiku Kagekidan Girls Revue,Ricardo Montalban,Jane Chung","English,Japanese",USA,147 min,7.3,4062.0,"35 user,22 critic","Drama,Romance","Kobe, Hyogo, Japan",A US air force major in Kobe confronts his own opposition to marriages between American servicemen and Japanese women when he falls for a beautiful performer.
4489,tt0076150,Alice Sweet Alice,1976,13 November 1976 (USA),Alfred Sole,"Rosemary Ritvo,Alfred Sole","Linda Miller,Mildred Clinton,Paula E. Sheppard","Linda Miller,Mildred Clinton,Paula E. Sheppard,Niles McMaster,Jane Lowry,Rudolph Willrich,Michael Hardstark,Alphonso DeNoble,Gary Allen,Brooke Shields,Louisa Horton,Tom Signorelli,Lillian Roth,Patrick Gorman,Kathy Rich",English,USA,98 min,6.5,5125.0,"98 user,72 critic","Horror,Mystery,Thriller","New Jersey, USA","After a young girl is brutally murdered during her first communion, her strange and withdrawn older sister becomes the main suspect."
4490,tt0078384,They Went That-A-Way & That-A-Way,1978,December 1978 (USA),"Stuart E. McGowan,Edward Montagne",Tim Conway,"Tim Conway,Chuck McCann,Joe Dorsey","Tim Conway,Chuck McCann,Joe Dorsey,Fred Covington,Dub Taylor,Reni Santoni,Sonny Shroyer,Charles Franzen,Ben Jones,Lenny Montana,Timothy Blake,Hank Worden,Richard Kiel,Kenneth Daniel,Dennis Fimple",English,USA,95 min,5.0,219.0,"5 user,1 critic",Comedy,"Atlanta, Georgia, USA","Small-town deputy is ordered by the governer to go undercover, posing as a criminal, in a maximum security prison. Shortly after his mission begins, the governor dies, leaving him and his ..."
4512,tt0041090,Adam's Rib,1949,18 November 1949 (USA),George Cukor,"Ruth Gordon,Garson Kanin","Spencer Tracy,Katharine Hepburn,Judy Holliday","Spencer Tracy,Katharine Hepburn,Judy Holliday,Tom Ewell,David Wayne,Jean Hagen,Hope Emerson,Eve March,Clarence Kolb,Emerson Treacy,Polly Moran,Will Wright,Elizabeth Flournoy",English,USA,101 min,7.6,15056.0,"100 user,40 critic","Comedy,Drama,Romance","Newtown, Connecticut, USA",Domestic and professional tensions mount when a husband and wife work as opposing lawyers in a case involving a woman who shot her husband.
4523,tt0119879,Perdita Durango,1997,31 October 1997 (Spain),Álex de la Iglesia,"Barry Gifford,Barry Gifford","Rosie Perez,Javier Bardem,Harley Cross","Rosie Perez,Javier Bardem,Harley Cross,Aimee Graham,James Gandolfini,Screamin' Jay Hawkins,Demian Bichir,Carlos Bardem,Santiago Segura,Harry Porter,Carlos Arau,Don Stroud,Alex Cox,Miguel Galván,Regina Orozco","English,Spanish","Mexico,USA,Spain",126 min,6.3,6250.0,"72 user,40 critic","Action,Crime,Horror","Las Vegas, Nevada, USA","A psychotic criminal couple kidnaps a random teenage couple. The woman rapes the male captive, and lets him watch his lover being raped by the man. They then plan to sacrifice the couple."
4598,tt0033149,They Drive by Night,1940,3 August 1940 (USA),Raoul Walsh,"Jerry Wald,Richard Macaulay","George Raft,Humphrey Bogart,Ann Sheridan","George Raft,Ann Sheridan,Ida Lupino,Humphrey Bogart,Gale Page,Alan Hale,Roscoe Karns,John Litel,George Tobias",English,USA,95 min,7.3,5165.0,"61 user,38 critic","Crime,Drama,Film-Noir","Stage 19, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA","Two brothers struggle as wildcat truck drivers; one comes to harm, the other is accused of his friend's murder."
4600,tt0065492,Brewster McCloud,1970,18 August 1971 (France),Robert Altman,Doran William Cannon,"Bud Cort,Shelley Duvall,Sally Kellerman","Bud Cort,Sally Kellerman,Michael Murphy,William Windom,Shelley Duvall,Rene Auberjonois,Stacy Keach,John Schuck,Margaret Hamilton,Jennifer Salt,Corey Fischer,G. Wood,Bert Remsen,Angelin Johnson,Dean Goss",English,USA,105 min,7.0,2897.0,"53 user,42 critic","Comedy,Fantasy","Astrodome - 8400 Kirby Drive, Houston, Texas, USA",An introverted loner living in the bowels of the Astrodome plots to develop - with the aid of a mysterious guardian angel - a pair of wings that will help him fly.
4671,tt0028683,Camille,1936,1 January 1937 (USA),George Cukor,"Zoe Akins,Frances Marion","Greta Garbo,Robert Taylor,Lionel Barrymore","Greta Garbo,Robert Taylor,Lionel Barrymore,Elizabeth Allan,Jessie Ralph,Henry Daniell,Lenore Ulric,Laura Hope Crews,Rex O'Malley",English,USA,109 min,7.5,5271.0,"49 user,32 critic","Drama,Romance","Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA","A Parisian courtesan must choose between the young man who loves her and the callous baron who wants her, even as her own health begins to fail."
4691,tt1401152,Unknown,2011,18 February 2011 (USA),Jaume Collet-Serra,"Oliver Butcher,Stephen Cornwell","Liam Neeson,Diane Kruger,January Jones","Liam Neeson,Diane Kruger,January Jones,Aidan Quinn,Bruno Ganz,Frank Langella,Sebastian Koch,Olivier Schneider,Stipe Erceg,Rainer Bock,Mido Hamada,Clint Dyer,Karl Markovics,Eva Löbau,Helen Wiebensohn","English,German,Turkish,Arabic","UK,Germany,France,USA",113 min,6.9,198568.0,"330 user,344 critic","Action,Mystery,Thriller","Tresor, Berlin, Germany","A man awakens from a coma, only to discover that someone has taken on his identity and that no one, (not even his wife), believes him. With the help of a young woman, he sets out to prove who he is."
4784,tt1436568,Assassination Games,2011,19 January 2012 (Russia),Ernie Barbarash,Aaron Rahsaan Thomas,"Jean-Claude Van Damme,Scott Adkins,Ivan Kaye","Jean-Claude Van Damme,Scott Adkins,Ivan Kaye,Valentin Teodosiu,Alin Panc,Kevin Chapman,Serban Celea,Michael Higgs,Kristopher Van Varenberg,Marija Karan,Bianca Brigitte VanDamme,Andrew French,Attila Árpa,Marioara Sterian,George Remes",English,USA,101 min,6.2,13044.0,"46 user,36 critic","Action,Thriller","MediaPro Studios, Bucharest, Romania",Two assassins agree to work together as one tries to avenge his wife and the other collect a reward for a job.
4789,tt1355683,Black Mass,2015,18 September 2015 (USA),Scott Cooper,"Mark Mallouk,Jez Butterworth","Johnny Depp,Benedict Cumberbatch,Dakota Johnson","Johnny Depp,Joel Edgerton,Benedict Cumberbatch,Dakota Johnson,Kevin Bacon,Peter Sarsgaard,Jesse Plemons,Rory Cochrane,David Harbour,Adam Scott,Corey Stoll,Julianne Nicholson,W. Earl Brown,Bill Camp,Juno Temple",English,USA,122 min,7.6,17410.0,"119 user,177 critic","Biography,Crime,Drama","Harvard Club of Boston, 374 Commonwealth Ave, Boston, Massachusetts, USA","The true story of Whitey Bulger, the brother of a state senator and the most infamous violent criminal in the history of South Boston, who became an FBI informant to take down a Mafia family invading his turf."
4838,tt0102753,Rambling Rose,1991,20 September 1991 (USA),Martha Coolidge,"Calder Willingham,Calder Willingham","Laura Dern,Robert Duvall,Diane Ladd","Laura Dern,Robert Duvall,Diane Ladd,Lukas Haas,John Heard,Kevin Conway,Robert John Burke,Lisa Jakub,Evan Lockwood,Matthew Sutherland,D. Anthony Pender,David E. Scarborough,Robin Robertson,General Fermon Judd Jr.,Richard K. Olsen",English,USA,112 min,6.7,3804.0,"29 user,14 critic",Drama,"Carolco Studios - 1223 North 23rd Street, Wilmington, North Carolina, USA","Rose, is taken in by the Hillyer family to serve as a 1930s housemaid so that she can avoid falling into a life of prostitution. Rose's appearence and personality is such that all men fall ..."
4905,tt0404032,The Exorcism of Emily Rose,2005,9 September 2005 (USA),Scott Derrickson,"Paul Harris Boardman,Scott Derrickson","Laura Linney,Tom Wilkinson,Shohreh Aghdashloo","Laura Linney,Tom Wilkinson,Campbell Scott,Jennifer Carpenter,Colm Feore,Joshua Close,Kenneth Welsh,Duncan Fraser,JR Bourne,Mary Beth Hurt,Henry Czerny,Shohreh Aghdashloo,Steve Archer,Arlene Belcastro,David Berner","English,Syriac,German,Greek,Hebrew,Latin,Aramaic",USA,119 min,6.7,89137.0,"518 user,231 critic","Drama,Horror,Thriller","D Block, Buchanan Building, University of British Columbia, Robson Square Campus - 800 Robson Street, Vancouver, British Columbia, Canada",A lawyer takes on a negligent homicide case involving a priest who performed an exorcism on a young girl.
4907,tt0456554,Grandma's Boy,2006,6 January 2006 (USA),Nicholaus Goossen,"Barry Wernick,Allen Covert","Allen Covert,Linda Cardellini,Shirley Jones","Linda Cardellini,Allen Covert,Peter Dante,Shirley Jones,Shirley Knight,Joel David Moore,Kevin Nealon,Doris Roberts,Nick Swardson,Jonah Hill,Kelvin Yu,Chuck Church,Scott Halberstadt,Heidi Hawking,Shana Hiatt",English,USA,94 min,7.0,65113.0,"201 user,61 critic",Comedy,"Los Angeles Center Studios - 450 S. Bixel Street, Downtown, Los Angeles, California, USA",A 35 year old video game tester has to move in with his grandma and her two old lady roommates.
4909,tt0250371,The Other Side of Heaven,2001,12 April 2002 (USA),Mitch Davis,"Mitch Davis,John H. Groberg","Christopher Gorham,Anne Hathaway,Joe Folau","Christopher Gorham,Anne Hathaway,Joe Folau,Nathaniel Lees,Miriama Smith,Alvin Fitisemanu,Peter Sa'ena-Brown,Whetu Fala,Apii McKinley,Paki Cherrington,Jeremy Birchall,Ross Duncan,Maggie Harper,Rick Leckinger,Brian Richards","English,Tonga",USA,113 min,6.5,3050.0,"85 user,27 critic","Adventure,Biography,Drama",New Zealand,"John Groberg, a farm kid from Idaho Falls, crosses an ocean to become a missionary in the remote and exotic Tongan islands during the 1950's."
4914,tt1524137,Contraband,2012,13 January 2012 (USA),Baltasar Kormákur,"Aaron Guzikowski,Arnaldur Indriðason","Mark Wahlberg,Giovanni Ribisi,Kate Beckinsale","Mark Wahlberg,Kate Beckinsale,Ben Foster,Giovanni Ribisi,Lukas Haas,Caleb Landry Jones,Diego Luna,J.K. Simmons,David O'Hara,William Lucking,Ólafur Darri Ólafsson,Robert Wahlberg,Jason Mitchell,Paul LeBlanc,Amber Gaiennie","English,Spanish","USA,UK,France",109 min,6.5,97729.0,"159 user,268 critic","Action,Crime,Drama","New Orleans, Louisiana, USA","To protect his brother-in-law from a drug lord, a former smuggler heads to Panama to score millions of dollars in counterfeit bills."
4916,tt1214962,Seeking Justice,2011,2 September 2011 (Italy),Roger Donaldson,"Todd Hickey,Robert Tannen","Nicolas Cage,January Jones,Guy Pearce","Nicolas Cage,January Jones,Guy Pearce,Harold Perrineau,Jennifer Carpenter,Irone Singleton,Wayne Pére,Xander Berkeley,Marcus Lyle Brown,Dikran Tulaine,Joe Chrest,Demetrius Bridges,Jason Davis,Brett Gentile,Renwick D. Scott II",English,USA,105 min,6.2,36976.0,"93 user,123 critic","Action,Drama,Thriller","Superdome - 1500 Poydras Street, New Orleans, Louisiana, USA","After his wife is assaulted, a husband enlists the services of a vigilante group to help him settle the score. Then he discovers they want a 'favor' from him in return."
4958,tt0108255,Super Mario Bros.,1993,28 May 1993 (USA),"Annabel Jankel,Rocky Morton","Parker Bennett,Terry Runte","Bob Hoskins,John Leguizamo,Dennis Hopper","Bob Hoskins,John Leguizamo,Dennis Hopper,Samantha Mathis,Fisher Stevens,Richard Edson,Fiona Shaw,Dana Kaminski,Mojo Nixon,Gianni Russo,Francesca P. Roberts,Lance Henriksen,Sylvia Harman,Desiree Marie Velez,Andrea Powell",English,"UK,USA",104 min,4.0,36095.0,"283 user,34 critic","Adventure,Comedy,Family","New York City, New York, USA","Two Brooklyn plumbers, Mario and Luigi must go to another dimension to rescue a princess from the evil dictator King Koopa and stop him from taking over the world."
